sentence	label
brought back the value and respect for the term epic cinema 	1
that no wise men will be following after it 	0
shot out of a cannon into a vat of ice cream 	0
, contemplative , and sublimely beautiful . 	1
is richly detailed , deftly executed and utterly absorbing . 	1
of ' a nightmare 	0
achieved 	1
tackles the difficult subject of grief and loss with such life-embracing spirit 	1
forced to watch him try out so many complicated facial expressions 	0
turn out to be a bit of a cheat in the end 	0
at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand 	1
the movie 's seams may show ... but pellington gives `` mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling . 	1
one of the most original american productions this year 	1
serious minded patience , respect and affection 	1
a touching drama about old age and grief with a tour de force performance by michel piccoli . 	1
the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way . 	1
realistic human behavior of an episode of general hospital 	1
structured and well-realized 	1
unturned 	0
its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story . 	1
an affectionately goofy satire that 's unafraid to throw elbows when necessary ... 	1
the hackneyed story 	0
are worse 	0
is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . 	1
you will likely enjoy this monster 	1
threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans . 	0
takes a hat-in-hand approach 	1
nicely understated expression 	1
overcome the triviality of the story 	1
new , fervently held ideas and fanciful thinkers 	1
all over this `` un-bear-able '' project 	0
stupidity , incoherence and sub-sophomoric 	0
a good , hard yank 	1
fits 	1
felt performances across the board . 	1
shamelessly money-grubbing 	0
a four star performance 	1
talky , artificial and opaque ... an interesting technical exercise , but a tedious picture . 	0
a wonderful subject 	1
much dramatic impact 	1
gorgeous film 	1
enhanced 	1
mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing 	1
memorable 	1
it allows the mind to enter and accept another world 	1
because the film deliberately lacks irony , it has a genuine dramatic impact 	1
you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work . 	1
mourns her tragedies in private 	0
slog 	0
giggly 	1
the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time 	1
is rather unexceptional 	0
makes a wonderful subject for the camera 	1
proves once again that a man in drag is not in and of himself funny . 	0
found myself growing more and more frustrated and detached as vincent became more and more abhorrent . 	0
it completely contradicts everything kieslowski 's work aspired to , including the condition of art 	0
, you wo n't feel cheated by the high infidelity of unfaithful . 	1
fantastic visual trope 	1
creative , energetic and original 	1
does no justice 	0
strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . 	1
touching , smart and complicated 	1
's hard to imagine that even very small children will be impressed by this tired retread . 	0
, you can feel the love . 	1
leave a lasting impression 	1
awakening and 	1
really bad imitation 	0
that delivers on the promise of excitement 	1
a handful of smart jokes 	1
living under a rock 	0
the characters are paper thin and 	0
every family 	1
a crowd-pleaser , 	1
a visionary marvel 	1
static 	0
knows its classical music , knows its freud and knows its sade 	1
another arnold vehicle that fails to make adequate use of his particular talents . 	0
has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 	1
takashi miike keeps pushing the envelope : 	1
fails to rise above its disgusting source material 	0
the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences . 	0
wilco fans will have a great time , 	1
michael zaidan , was supposed to have like written the screenplay or something 	0
neither is well told 	0
satisfyingly unsettling 	1
contrived , awkward and 	0
you 'd be hard put to find a movie character more unattractive or odorous ( than leon ) . 	0
spreads itself too thin 	0
a gently funny , sweetly adventurous film that makes you feel genuinely good 	1
really solid woody allen film 	1
fessenden continues to do interesting work 	1
though it 's not very well shot or composed or edited 	0
a sleep-inducingly slow-paced crime drama 	0
to see how far herzog has fallen 	0
a while , as do joan and philip 's repetitive arguments , schemes and treachery 	0
join the pantheon of great monster/science fiction flicks 	1
drowns in a sea of visual and verbal clichés 	0
that provides a rounded and revealing overview of this ancient holistic healing system 	1
keep the proceedings as funny for grown-ups as for rugrats 	1
this fascinating look at israel in ferment 	1
which they have been patiently waiting for 	1
bravo 's 	1
a deeply moving effort to put a human face on the travail of thousands of vietnamese 	1
a crime movie made by someone who obviously knows nothing about crime 	0
very shapable but largely unfulfilling present 	0
shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time 	0
ugly ideas 	0
the victims 	0
felt fantasy of a director 's travel 	1
pitch-perfect forster 	1
, its shortness disappoints 	0
appropriately 	1
by men of marginal intelligence 	0
done before but never so vividly 	1
so vivid a portrait 	1
but it also does the absolute last thing we need hollywood doing to us : it preaches 	0
some of the most ravaging , gut-wrenching , frightening war scenes since `` saving private ryan '' 	1
think , zzzzzzzzz 	0
is a movie so insecure about its capacity 	0
is spectacular 	1
sweet , tender sermon 	1
dehumanizing 	0
lifelong concern 	1
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell . 	1
a stunning film , 	1
bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) 	1
heaven proves to be a good match of the sensibilities of two directors . 	1
is as appalling as any ` comedy ' to ever spill from a projector 's lens 	0
curious 	1
( the film 's ) taste for `` shock humor '' will wear thin on all but 	0
, the score is too insistent 	0
a film school undergrad 	0
the absurdity of the situation in a well-balanced fashion 	1
dearly 	1
it gives devastating testimony to both people 's capacity for evil and their heroic capacity for good . 	1
surprisingly ` solid ' achievement 	1
her bully of a husband 	0
, tortured 	1
makes martha enormously endearing 	1
all but spits out denzel washington 's fine performance in the title role . 	1
wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals 	1
meditative 	1
goes off the beaten path , not necessarily for the better . 	0
a grittily beautiful film that looks 	1
what goes on for the 110 minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals . 	0
some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options 	1
solid storytelling . 	1
a heavy-handed indictment of parental failings and 	0
milks drama when she should be building suspense 	0
as simultaneously funny , offbeat and 	1
is the piece works brilliantly . 	1
hint 	1
these self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation 	0
like a pack of dynamite sticks , built for controversy . 	0
's never dull and 	1
a ridiculous wig 	0
if only merchant paid more attention the story . 	0
is akin to a reader 's digest condensed version of the source material 	0
praises 	1
entertaining on an inferior level 	0
excited 	1
a cheap thriller 	0
's neither too erotic nor very thrilling , 	0
is too mainstream 	0
been bland 	0
a beer with but they 're simply not funny performers 	0
the story 's undeniably hard to follow 	0
touching and tender 	1
is n't exactly profound cinema 	0
ponderous , plodding soap opera disguised as a feature film 	0
's never too late to learn 	1
bad improvisation exercise 	0
, you 'll wait in vain for a movie to happen . 	0
appeal to women 	1
it might have held my attention , but 	0
delightful mix 	1
thanks to the château 's balance of whimsicality , narrative discipline and serious improvisation 	1
, predictable rehash 	0
one of the most entertaining bonds in years 	1
tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke 	0
all in all , road to perdition is more in love with strangeness than excellence . 	1
windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . 	0
, duty and friendship 	1
are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach . 	0
it still comes off as a touching , transcendent love story . 	1
rewarding 	1
idea ( of middle-aged romance ) is not handled well and , 	0
one of this year 's very best pictures 	1
taken it a step further , richer and deeper 	1
several uninteresting , unlikeable people 	0
unexceptional 	0
unmemorable filler 	0
, poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo . 	0
this is dicaprio 's best performance in anything ever , and easily the most watchable film of the year . 	1
for bathroom breaks 	0
healing process 	1
any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors . 	0
an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic 	1
's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . 	1
their work is fantastic . 	1
tough to take as long as you 've paid a matinee price 	0
legged freaks 	0
mindless pace 	0
know how to suffer ' and if you see this film you 'll know too . 	0
is sure to give you a lot of laughs in this simple , sweet and romantic comedy . 	1
blockbuster 	1
a little more special 	1
is honestly affecting 	1
the film is so bleak that it 's hardly watchable 	0
gets drawn into the party . 	1
carrying off a spot-on scottish burr , duvall ( also a producer ) peels layers from this character that may well not have existed on paper . 	1
star-studded 	1
the movie is a lumbering load of hokum but ... it 's at least watchable . 	0
a satisfying evening at the multiplex 	1
engaging as it is revealing 	1
hero performances 	1
of this alleged psychological thriller in search of purpose or even a plot 	0
beautiful , angry and sad 	1
the cliché-riddled genre can offer 	0
listless and desultory 	0
serves up all of that stuff , nearly subliminally 	1
vividly 	1
an uncomfortable movie , suffocating and sometimes almost senseless 	0
as patriot games can still turn out a small , personal film with an emotional wallop 	1
make it unexpectedly rewarding 	1
a soul-stirring documentary about the israeli/palestinian conflict as 	1
is that it 's actually watchable . 	1
draws its considerable power from simplicity 	1
is still able to create an engaging story that keeps you guessing at almost every turn 	1
a measure of faith in the future 	1
precious 	1
it was a guilty pleasure 	1
an entertaining , if somewhat standardized , action movie . 	1
the movie does n't think much of its characters , its protagonist , or of us . 	0
the more overtly silly dialogue 	0
a sour taste in one 's mouth , and little else 	0
an adoring , wide-smiling reception 	1
one of the funnier movies in town . 	1
is clever and insightful 	1
a moving and solidly entertaining comedy/drama 	1
of french cinema 's master craftsmen 	1
are clinically depressed and have abandoned their slim hopes and dreams 	0
knows how to make our imagination wonder . 	1
huge gap 	0
laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , 	1
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york 	1
tender and 	1
were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn 	0
a smile on your face and a grumble in your stomach 	1
is supremely unfunny and unentertaining to watch middle-age 	0
that , by the end , no one in the audience or the film seems to really care 	0
straight-ahead thriller 	1
that 's unafraid to throw elbows when necessary 	1
is a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and an old payne screenplay . 	0
compelling 	1
the cleverest 	1
is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story 	0
the lousy john q all but spits out denzel washington 's fine performance in the title role . 	0
is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors 	0
sane and healthy 	1
to be wholesome and subversive at the same time . 	1
more repetition than creativity throughout the movie 	0
s1m0ne 's satire is not subtle 	0
the action is stilted and 	0
the actors ' perfect comic timing 	1
like going to a house party and watching the host defend himself against a frothing ex-girlfriend 	0
when the explosions start , they fall to pieces 	0
will ever be anything more than losers 	0
instantly forgettable and thoroughly dull 	0
hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time 	1
an unsuccessful attempt at a movie of ideas . 	0
- spy action flick with antonio banderas and lucy liu never comes together . 	0
of cookie-cutter action scenes 	0
are some movies that hit you from the first scene 	1
's kinda dumb 	0
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious . 	0
is out of his league 	0
thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another 	0
of people who sadly are at hostile odds with one another through recklessness and retaliation 	0
a witty , whimsical feature debut . 	1
to creep the living hell out of you 	0
's one of the few ` cool ' actors who never seems aware of his own coolness 	1
work that lacks both a purpose and a strong pulse 	0
the film 's cheeky charm 	1
forged in still-raw emotions 	1
a pleasing verisimilitude 	1
me want to get made-up and go see this movie with my sisters 	1
looks neat 	1
a smart , funny look at an arcane area of popular culture 	1
( the kid 's ) just too bratty for sympathy , 	0
does a solid job of slowly 	1
the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are 	1
star-power potential in this remarkable and memorable film 	1
13 conversations about one thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . 	1
that hong kong action cinema is still alive and kicking 	1
has thankfully ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side . 	1
ellen pompeo pulls off the feat with aplomb 	1
, the story offers a trenchant critique of capitalism . 	1
character piece 	1
moving tale 	1
elaborate special effects 	1
it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one . 	0
great over-the-top moviemaking if you 're in a slap-happy mood 	1
frightening late fees 	0
extremely talented musicians 	1
although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch . 	1
garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out 	1
the best and most mature comedy of the 2002 summer season speaks more of the season than the picture 	1
nicole holofcenter , the insightful writer/director responsible for this illuminating comedy does n't wrap the proceedings up neatly 	1
superhero 	1
interesting characters or even a halfway intriguing plot 	1
so insanely stupid 	0
has skin looked as beautiful , desirable , even delectable , as it does in trouble every day 	1
a dreary , humorless soap opera 	0
allow the suit to come to life 	1
uni-dimensional nonsense machine 	0
reign of fire is hardly the most original fantasy film ever made -- 	0
baroque beauty 	1
that 's what i liked about it 	1
the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed . 	1
user-friendly 	1
for human connection 	1
get no satisfaction 	0
talk down to them 	0
the way this all works out 	1
by the end of it all i sort of loved the people onscreen , even though i could not stand them . 	1
the brave , uninhibited performances 	1
on and on to the point of nausea 	0
, never again is a welcome and heartwarming addition to the romantic comedy genre . 	1
the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine . 	0
natalie babbitt 's gentle , endearing 1975 children 's novel 	1
loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into 	0
stomach-turning as the way adam sandler 's new movie rapes 	0
the film ) tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end 	1
nonstop hoot 	1
whenever it threatens to get bogged down in earnest dramaturgy 	0
( it 's ) what punk rock music used to be , 	1
derivative , overlong , and bombastic -- yet surprisingly entertaining 	1
take notice 	1
beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . 	1
properly intense , claustrophobic tale 	1
, director roger kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags . 	0
only weak claims to surrealism and black comedy 	0
hoping the nifty premise will create enough interest to make up for an unfocused screenplay 	0
katzenberg 	1
are too many bona fide groaners among too few laughs 	0
a mediocre exercise in target demographics , unaware that it 's the butt of its own joke . 	0
crisp and purposeful without overdoing it 	1
sophisticated and 	1
is throwing up his hands in surrender , is firing his r&d people , and 	0
zings along with vibrance and warmth 	1
a choppy , surface-effect feeling 	0
represents an auspicious feature debut for chaiken . 	1
everywhere will forgive the flaws and love the film . 	1
beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates . 	1
`` the dangerous lives of altar boys '' has flaws , but it also has humor and heart and very talented young actors 	1
find much fascination in the swinging 	1
showing honest emotions . 	1
the stars may be college kids , but the subject matter is as adult as you can get : 	1
the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world 's most generic rock star 	0
that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times 	0
what the english call ` too clever by half 	0
this clever and very satisfying picture 	1
mystery devoid 	0
, the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about . 	0
a movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end . 	0
a monster movie 	1
flakeball 	0
to knock back a beer with but they 're simply not funny performers 	0
both a great and a terrible story 	1
viveka seldahl and sven wollter will touch you to the core in a film you will never forget -- that you should never forget . 	1
vastly entertaining 	1
a satisfying well-made romantic comedy that 's both charming and well acted 	1
you do n't want to think too much about what 's going on 	0
little more than a particularly slanted , gay s/m fantasy , 	0
shame americans , 	0
this gorgeous epic 	1
mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant 	1
with actorish notations on the margin of acting 	0
the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances . 	0
rigid and evasive in ways 	0
ones that were imposed for the sake of commercial sensibilities 	0
keep you engaged 	1
's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . 	1
i was trying to decide what annoyed me most about god is great ... 	0
is nothing distinguishing in a randall wallace film 	0
an old-fashioned scary movie , 	1
i liked the movie 	1
thought was going to be really awful 	0
high-concept films 	1
awards animals the respect they 	1
not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . 	1
's something else altogether -- clownish and offensive and nothing at all like real life 	0
a heart , mind or humor of its own 	1
pleaser 	1
thanks largely to williams , all the interesting developments are processed in 60 minutes 	1
after watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . 	1
the film 's sense of imagery gives it a terrible strength 	1
appreciates the art and reveals a music scene that transcends culture and race 	1
subconscious 	1
sorry use of aaliyah in her one and 	0
her pure fantasy character 	1
it goes off the rails in its final 10 or 15 minutes 	0
it 's just not very smart . 	0
these women are spectacular 	1
the hard-to-predict and absolutely essential chemistry 	1
are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely . 	0
the best performance 	1
home movie '' is a sweet treasure and something well worth your time . 	1
're going to face frightening late fees 	0
a fragment of an underdone potato 	0
that trademark grin of his 	1
a cleverly crafted but ultimately hollow mockumentary . 	0
was particularly funny 	1
wafer-thin 	0
all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad 	0
is so anemic 	0
figures prominently in this movie 	1
the movie is the equivalent of french hip-hop , which also seems to play on a 10-year delay . 	0
will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement 	1
... the movie feels stitched together from stock situations and characters from other movies . 	0
nostalgic comments from the now middle-aged participants 	1
cruelly 	0
one resurrection too many . 	0
this often-hilarious farce 	1
is both a snore and utter tripe . 	0
screwed-up characters 	0
took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . 	0
over a late-inning twist that just does n't make sense 	0
her agreeably startling use 	1
has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . 	1
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . 	1
runs out of steam after a half hour 	0
fans will undoubtedly enjoy it , 	1
that you feel like running out screaming 	0
with talent 	1
somehow makes it all the more compelling . 	1
it 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more . 	1
peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte 	1
playfully profound ... and crazier than michael jackson on the top floor of a skyscraper nursery 	1
it 's a beautiful film , full of elaborate and twisted characters 	1
sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip . 	0
it 's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! 	1
hardly an objective documentary 	0
an unflinching look 	1
this erotic cannibal movie is boring 	0
surefire casting 	1
so successful at lodging itself in the brain 	1
then go see this delightful comedy . 	1
unaware 	0
far less endearing 	0
cuts to the chase of the modern girl 's dilemma 	1
affirms 	1
manages just to be depressing , as the lead actor phones in his autobiographical performance 	0
his best film 	1
inarticulate 	0
inspirational prep-school professors 	1
for its stylistic austerity and forcefulness 	1
appreciated a smartly written motion picture 	1
solidly constructed 	1
who desperately want to be quentin tarantino when they grow up 	0
pandering 	0
giddy and whimsical and relevant today 	1
little style 	0
the formula is familiar but enjoyable . 	1
has been 	1
despite bearing the paramount imprint , it 's a bargain-basement european pickup . 	0
makes her nomination as best actress even more of a an a 	1
of surprises 	1
the movie 's charm 	1
a naturally funny film , home movie 	1
enjoyable ... 	1
most magical 	1
is surprisingly brilliant , 	1
is hard to dismiss -- moody , thoughtful , and 	1
equally impressive 	1
elegant and 	1
can only provide it with so much leniency . 	0
better hip-hop clips 	1
an excellent companion piece 	1
interesting both as a historical study and as a tragic love story . 	1
frequent flurries of creative belly laughs and genuinely enthusiastic performances 	1
arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact . 	1
happiness 	1
this smart 	1
most of the work 	1
has a built-in audience , but only among those who are drying out from spring break 	0
its logical loopholes , 	0
feature to hit theaters since beauty and the beast 11 years ago 	1
a tv episode rather than a documentary 	0
peerlessly 	1
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... 	0
on standard horror flick formula 	0
of an alternative lifestyle 	1
the magnificent jackie chan 	1
allegedly inspiring and easily marketable 	1
a film so willing to champion the fallibility of the human heart 	1
the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . 	1
be a movie that ends up slapping its target audience in the face by shooting itself in the foot 	0
especially well-executed 	1
the right choices 	1
`` the adventures of pluto nash '' is a big time stinker . 	0
over-the-top , and amateurish . 	0
thought-provoking film 	1
a funny , puzzling movie ambiguous enough to be engaging and oddly moving 	1
emerges as a surprisingly anemic disappointment 	0
is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why . 	1
an improvement on the first blade 	1
intellect and feeling 	1
was reportedly rewritten a dozen times 	0
even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why . 	1
be intimate and socially encompassing 	1
schaeffer 's film never settles into the light-footed enchantment the material needs , and 	0
stimulating 	1
its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case 	1
under-10 set 	0
the best brush 	1
the film 's considered approach 	1
a sturdiness and solidity that we 've long associated with washington 	1
visual clarity and deeply 	1
contrived , unmotivated , 	0
, it 's badder than bad . 	0
sustains it beautifully 	1
compelling allegory 	1
that really does n't have much to say beyond the news 	0
a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past 	1
's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke 	1
it emerges as another key contribution to the flowering of the south korean cinema 	1
you would n't turn down a big bowl of that 	1
beijing 	1
, payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . 	1
from the brave , uninhibited performances 	1
heartwarming and 	1
is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching . 	1
well written and directed with brutal honesty and respect for its audience . 	1
of the most inventive 	1
garcía bernal and talancón are an immensely appealing couple , and 	1
a stylish psychological thriller 	1
catches the chaotic horror 	1
how lame 	0
might just be the movie you 're looking for . 	1
about morality and the choices we make underneath such a mountain of clichés and borrowed images 	0
the origins 	1
this tepid genre offering 	0
that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media 	1
insignificant 	0
boring and 	0
the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and 	1
yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it . 	1
whose valuable messages are forgotten 10 minutes after the last trombone 	0
the cinematic equivalent of patronizing a bar 	0
because it overstays its natural running time 	0
given audiences 	1
you realize there 's no place for this story to go but down 	1
environmental pollution ever made 	0
meaningless , vapid and devoid 	0
k 19 stays afloat as decent drama/action flick 	1
no other reason why anyone should bother remembering it 	0
not remotely incisive enough 	0
's a cool event for the whole family 	1
a hilarious ode to middle america and middle age with this unlikely odyssey 	1
solid pedigree 	1
bracing truth 	1
undercuts the devastatingly telling impact of utter loss personified in the film 's simple title 	0
the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop 	1
's the russian word for wow !? ' 	1
's funniest and most likeable movie in years . 	1
the rich promise of the script 	1
the pantheon of the best of the swashbucklers 	1
of weighty revelations , flowery dialogue , and nostalgia for the past 	1
sam mendes 	1
, viscerally exciting , and dramatically moving , it 's the very definition of epic adventure . 	1
deliver a fair bit of vampire fun 	1
bad filmmaking 	0
i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ? 	0
watch these two 	1
that elevate `` glory '' above most of its ilk 	1
making up for any flaws that come later 	1
superb performances 	1
cliche 	0
with unlikable , spiteful idiots 	0
to easy feel-good sentiments 	1
see over and over 	1
opts to overlook this goofily endearing and well-lensed gorefest 	1
the unbearable lightness of being 	1
`` frailty '' starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme 	1
if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie 	0
to a new scene , which also appears to be the end 	0
a terrific effort 	1
like a prison stretch 	0
... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . 	1
well-worn situations 	0
featherweight romantic comedy has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock . 	1
knockaround 	1
of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties 	1
is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight 	0
its generic villains lack any intrigue ( other than their funny accents ) and the action scenes are poorly delivered . 	0
keeps being cast in action films when none of them are ever any good 	0
virtuosic set pieces 	1
uncompromising knowledge 	1
stylish weaponry 	1
once folks started hanging out at the barbershop , they never wanted to leave . 	1
is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny . 	0
maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips 	1
clinch him this year 's razzie 	0
drug culture 	1
an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice 	1
a term paper 	0
clueless and inept 	0
is a failure . 	0
at least a minimal appreciation 	1
a waste 	0
( fiji diver rusi vulakoro and the married couple howard and michelle hall ) show us the world they love and make 	1
plays like a reading from bartlett 's familiar quotations 	1
survival wrapped in the heart-pounding suspense of a stylish psychological thriller 	1
's the worst movie i 've seen this summer 	0
's good enough . 	1
a delightful romantic comedy with plenty 	1
indie . 	1
stuffy 	0
a wonderful , ghastly film . 	1
, then go see this delightful comedy . 	1
slip into the modern rut of narrative banality 	0
the man and 	1
energetic and smart 	1
fails on its own , 	0
by a legacy of abuse 	0
the essence of magic 	1
more and more frustrated and detached as vincent became more and more abhorrent 	0
often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films . 	0
self-consciously flashy camera effects , droning house music and 	0
blasphemous bad 	0
a bit of a downer and a little over-dramatic at times , but 	0
fully engaged supporting cast 	1
returns to narrative filmmaking with a visually masterful work of quiet power 	1
a satisfying complete picture of this particular , anciently demanding métier 	1
freshness 	1
that , come to think of it , the day-old shelf would be a more appropriate location to store it 	0
has warmth , wit and interesting characters compassionately portrayed . 	1
it has a more colorful , more playful tone than his other films . 	1
be very sweet indeed 	1
always the prettiest pictures that tell the best story 	1
an embarrassment . 	0
overwrought , melodramatic bodice-ripper 	0
some remarkable achival film about how shanghai ( of all places ) 	1
confront it 	1
is frustratingly unconvincing 	0
the highly predictable narrative 	0
certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about . 	1
the stomach-knotting suspense 	1
the plot of the comeback curlers is n't very interesting actually , 	0
might imagine that most every aggrieved father cliché has been unturned . 	0
most thrillers send audiences out talking about specific scary scenes or startling moments ; `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home . 	1
in the era of the sopranos , it feels painfully redundant and inauthentic . 	0
is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work 	1
do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace 	0
in chilling style 	1
astonishingly skillful and moving ... 	1
life 's wonderment 	1
the last kiss is really all about performances . 	1
sucking 	0
a stylish cast and 	1
real visual charge to the filmmaking 	1
